speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop
CH,annotated-0_51968990-1,11270190,11271220,NA,4,11269190,11270190,11273490,11275160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11272090,11272690,NA,4,11269190,11270190,11273490,11275160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11273490,11275160,NA,4,11269190,11270190,NA,NA,NA,NA,NA,NA,NA,NA,FA,11275160,11276170,1,NA,NA
CH,annotated-0_51968990-1,11277170,11278170,NA,1,NA,NA,NA,NA,FA,11275160,11276170,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11288750,11289670,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11310590,11311190,NA,2,NA,NA,11311990,11312590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11311990,11312590,NA,2,11310590,11311190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11313830,11314460,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11318720,11322060,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11325400,11326010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11327200,11327980,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,11327980,11330050,1,NA,NA
CH,annotated-0_51968990-1,11331690,11332340,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11343690,11345480,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11347580,11348180,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,11348180,11349530,1,NA,NA
CH,annotated-0_51968990-1,11352250,11353170,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11358240,11358840,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11373440,11374480,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11391390,11392210,NA,1,NA,NA,NA,NA,FA,11390390,11391390,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11419010,11419610,NA,2,NA,NA,11420560,11421160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11420560,11421160,NA,2,11419010,11419610,NA,NA,NA,NA,NA,NA,NA,NA,FA,11422050,11423140,1,NA,NA
CH,annotated-0_51968990-1,11423970,11424830,NA,1,NA,NA,NA,NA,FA,11422050,11423140,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11427070,11428120,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11429170,11429770,NA,2,NA,NA,11430610,11432060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11430610,11432060,NA,2,11429170,11429770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11434340,11434970,NA,2,NA,NA,11435770,11436370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11435770,11436370,NA,2,11434340,11434970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11440280,11440880,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11447510,11448310,NA,2,NA,NA,11449110,11450530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11449110,11450530,NA,2,11447510,11448310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11455300,11456230,NA,2,NA,NA,11457070,11459290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11457070,11459290,NA,2,11455300,11456230,NA,NA,NA,NA,NA,NA,NA,NA,FA,11460240,11461780,1,NA,NA
CH,annotated-0_51968990-1,11468220,11468910,NA,2,NA,NA,11469760,11470410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11469760,11470410,NA,2,11468220,11468910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11471650,11472740,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11477970,11478570,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11488090,11489000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11512300,11512900,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11522300,11523010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,11523010,11524140,1,NA,NA
CH,annotated-0_51968990-1,11542160,11543150,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11545210,11545990,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11549350,11549950,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11574690,11575290,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11623460,11625480,NA,1,NA,NA,NA,NA,MA,11621600,11622600,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11630500,11631140,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11635660,11636850,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11648410,11649010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11720340,11721140,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11722290,11722890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11730810,11731990,NA,2,NA,NA,11732950,11733600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11732950,11733600,NA,2,11730810,11731990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11736740,11738440,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11740570,11741580,NA,3,NA,NA,11743060,11744060,FA,11739750,11740570,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11741580,11742240,NA,3,11740570,11741580,11743060,11744060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11743060,11744060,NA,3,11740570,11741580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11747790,11748620,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11753630,11754540,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11757680,11758890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11760220,11760850,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11762900,11763500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11769730,11770660,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11777160,11778160,NA,2,NA,NA,11779010,11779610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11779010,11779610,NA,2,11777160,11778160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11783590,11784490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,11784490,11785500,1,NA,NA
CH,annotated-0_51968990-1,11790180,11791220,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11792830,11793500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11796080,11798240,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,11799040,11800040,1,NA,NA
CH,annotated-0_51968990-1,11800840,11801830,NA,2,NA,NA,11802670,11803450,FA,11799040,11800040,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11802670,11803450,NA,2,11800840,11801830,NA,NA,NA,NA,NA,NA,NA,NA,FA,11803450,11804450,1,NA,NA
CH,annotated-0_51968990-1,11804450,11805720,NA,1,NA,NA,NA,NA,FA,11803450,11804450,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11842480,11843080,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,11843920,11844720,1,NA,NA
CH,annotated-0_51968990-1,11844720,11845580,NA,1,NA,NA,NA,NA,FA,11843920,11844720,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11847770,11849190,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11862640,11863450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11864510,11865860,NA,3,NA,NA,11867000,11868110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11865860,11867000,NA,3,11864510,11865860,11867000,11868110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11867000,11868110,NA,3,11864510,11865860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11872170,11872770,NA,2,NA,NA,11873710,11874660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11873710,11874660,NA,2,11872170,11872770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11884730,11885490,NA,1,NA,NA,NA,NA,FA,11883630,11884730,1,NA,NA,MA,11885490,11886500,1,NA,NA
CH,annotated-0_51968990-1,11886500,11887100,NA,1,NA,NA,NA,NA,MA,11885490,11886500,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11888140,11889760,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11891390,11892100,NA,3,NA,NA,11894380,11895260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11892920,11893520,NA,3,11891390,11892100,11894380,11895260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11894380,11895260,NA,3,11891390,11892100,NA,NA,NA,NA,NA,NA,NA,NA,FA,11895260,11896270,1,NA,NA
CH,annotated-0_51968990-1,11905100,11907240,NA,2,NA,NA,11908140,11908950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11908140,11908950,NA,2,11905100,11907240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11914360,11915360,NA,1,NA,NA,NA,NA,FA,11912250,11913480,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11919300,11919900,NA,2,NA,NA,11920710,11921310,FA,11917910,11919300,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11920710,11921310,NA,2,11919300,11919900,NA,NA,NA,NA,NA,NA,NA,NA,FA,11921310,11922460,1,NA,NA
CH,annotated-0_51968990-1,11922460,11923260,NA,2,NA,NA,11923260,11925020,FA,11921310,11922460,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11923260,11925020,NA,2,11922460,11923260,NA,NA,NA,NA,NA,NA,NA,NA,FA,11925020,11926220,1,NA,NA
CH,annotated-0_51968990-1,11926220,11926830,NA,1,NA,NA,NA,NA,FA,11925020,11926220,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11928430,11929100,NA,2,NA,NA,11929100,11930020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11929100,11930020,NA,2,11928430,11929100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11931870,11932940,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11934320,11934930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11939730,11940370,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11942510,11943490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11960330,11961020,NA,1,NA,NA,NA,NA,MA,11958930,11960330,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11987380,11987980,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12023530,12024140,NA,1,NA,NA,NA,NA,FA,12022410,12023530,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12025850,12026500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12028460,12029720,NA,2,NA,NA,12030520,12031560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12030520,12031560,NA,2,12028460,12029720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12033430,12034030,NA,2,NA,NA,12034830,12035560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12034830,12035560,NA,2,12033430,12034030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12037870,12038470,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12040140,12041150,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12058900,12059980,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12067010,12067610,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12092200,12093510,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12099120,12099720,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12163210,12165080,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12193150,12193750,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12212080,12213590,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12245980,12247800,NA,2,NA,NA,12247800,12248600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12247800,12248600,NA,2,12245980,12247800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12260760,12261360,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12267230,12267830,NA,1,NA,NA,NA,NA,MA,12265140,12266430,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12269310,12270240,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12271930,12272540,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12274400,12275010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12277140,12278670,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,12278670,12279890,1,NA,NA
CH,annotated-0_51968990-1,12279890,12280550,NA,1,NA,NA,NA,NA,MA,12278670,12279890,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12284450,12285450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,12286060,12287740,2,12288630,12290030
CH,annotated-0_51968990-1,12285450,12286060,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12311940,12312770,NA,1,NA,NA,NA,NA,FA,12310900,12311940,1,NA,NA,FA,12312770,12314060,1,NA,NA
CH,annotated-0_51968990-1,12314060,12315520,NA,6,NA,NA,12323690,12324290,FA,12312770,12314060,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12316340,12317300,NA,6,12314060,12315520,12323690,12324290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12318190,12319420,NA,6,12314060,12315520,12323690,12324290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12320420,12321420,NA,6,12314060,12315520,12323690,12324290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12321420,12322890,NA,6,12314060,12315520,12323690,12324290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12323690,12324290,NA,6,12314060,12315520,NA,NA,NA,NA,NA,NA,NA,NA,FA,12324290,12325290,1,NA,NA
CH,annotated-0_51968990-1,12325290,12326340,NA,2,NA,NA,12327140,12327740,FA,12324290,12325290,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12327140,12327740,NA,2,12325290,12326340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12337400,12338570,NA,2,NA,NA,12339450,12340460,MA,12335430,12336580,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12339450,12340460,NA,2,12337400,12338570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12448660,12449850,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12460970,12462020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12463780,12464590,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12465840,12467150,NA,2,NA,NA,12467960,12468560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12467960,12468560,NA,2,12465840,12467150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12479870,12480470,NA,2,NA,NA,12481270,12482140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12481270,12482140,NA,2,12479870,12480470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12484740,12485380,NA,4,NA,NA,12489390,12490150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12486350,12486960,NA,4,12484740,12485380,12489390,12490150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12487800,12488590,NA,4,12484740,12485380,12489390,12490150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12489390,12490150,NA,4,12484740,12485380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12495300,12495900,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12497510,12498110,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12576190,12576810,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12641730,12644630,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,12644630,12645680,1,NA,NA
CH,annotated-0_51968990-1,12670060,12670850,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12703550,12704230,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,12704230,12706050,2,12706910,12708270
CH,annotated-0_51968990-1,12709900,12710620,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12743450,12744250,NA,2,NA,NA,12744250,12746320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12744250,12746320,NA,2,12743450,12744250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12769310,12769910,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12779220,12780230,NA,1,NA,NA,NA,NA,FA,12777620,12778420,4,12773940,12774960,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12787960,12788630,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12853470,12854070,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12857390,12858010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,12858010,12859030,2,12859990,12861060
CH,annotated-0_51968990-1,12861960,12863830,NA,1,NA,NA,NA,NA,FA,12859990,12861060,2,12858010,12859030,FA,12863830,12864830,1,NA,NA
CH,annotated-0_51968990-1,12951080,12951680,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12956940,12957540,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,12974530,12975550,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,12976520,12977520,1,NA,NA
CH,annotated-0_51968990-1,13056110,13057440,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13058600,13060170,NA,2,NA,NA,13060970,13061570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13060970,13061570,NA,2,13058600,13060170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13062700,13063700,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13065740,13066830,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,13066830,13068030,1,NA,NA
CH,annotated-0_51968990-1,13068030,13068820,NA,1,NA,NA,NA,NA,FA,13066830,13068030,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13071070,13071670,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13074960,13075680,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13080360,13081210,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13082250,13083980,NA,4,NA,NA,13088640,13089640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13084870,13085730,NA,4,13082250,13083980,13088640,13089640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,13086530,13087840,NA,4,13082250,13083980,13088640,13089640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
